country,age,sex,score
US,20s,f,80.1532676576504
US,20s,f,80.7704091604267
GB,20s,f,93.8765260180281
CA,20s,f,84.21510289911
US,20s,f,81.1026664805554
GB,20s,f,85.2976512452144
US,20s,f,81.6392663688887
US,20s,f,81.8987289088823
AU,20s,f,91.6063384197298
US,20s,f,68.9364783111073
US,20s,f,81.5013968265183
US,20s,f,79.2653208687192
US,20s,f,93.321769236077
US,20s,f,91.5614621846804
GB,20s,f,77.8601466899826
US,20s,f,88.1315704834248
US,20s,f,89.9265901961674
GB,20s,f,80.3200913060989
US,20s,f,82.5427720589297
US,20s,f,72.3556087840171
US,20s,f,79.2345057640757
AU,20s,f,85.8443447566103
AU,20s,f,86.1082306131721
US,20s,f,87.9345602400246
US,20s,f,92.8525527983549
US,20s,f,81.7443594247812
AU,20s,f,69.0480741006987
US,20s,f,86.0910235150229
GB,20s,f,91.6769439709328
US,20s,f,73.836769181348
US,20s,f,86.6323175795731
AU,20s,f,79.5754194614433
US,20s,f,88.1560868184481
CA,20s,f,86.849475190753
US,20s,f,91.180414963691
US,20s,f,73.8206964873132
US,20s,f,88.4574318127263
US,20s,f,81.1161289390709
GB,20s,f,83.5709913145928
US,20s,f,90.3700106865948
US,20s,f,88.3066192180628
CA,20s,f,89.0560343107652
CA,20s,f,81.5952849396992
US,20s,f,90.3502911684059
US,20s,f,78.8682095706463
US,20s,f,83.1665738308359
US,20s,f,70.019718224094
CA,20s,f,93.2864348448458
US,20s,f,78.7588136181945
US,20s,f,83.3930169409584
US,20s,f,69.1860751736732
US,20s,f,83.7924784847668
GB,20s,f,83.1698222351926
US,20s,f,80.0857018568509
AU,20s,f,92.7289453961532
US,20s,f,78.566716859738
US,20s,f,75.5759881720656
GB,20s,f,72.3156298200289
US,20s,f,78.0592430915151
GB,20s,f,86.7752255982764
US,20s,f,79.2327511878241
US,20s,f,78.2416202837513
US,20s,f,89.6609280081022
GB,20s,f,73.5337795246215
US,20s,f,81.830635099184
US,20s,f,75.3953352215744
US,20s,f,77.5851410059702
US,20s,f,76.9563713953609
US,20s,f,93.6016340828722
US,20s,f,72.8958767084848
US,20s,f,70.456728552069
GB,20s,f,80.8391884058004
GB,20s,f,79.7360879324731
CA,20s,f,91.1548325609017
US,20s,f,87.9310032818466
AU,20s,f,75.0837582562651
US,20s,f,88.0615574662529
US,20s,f,77.3148323985792
US,20s,f,82.8082843905404
US,20s,f,89.4652233902542
CA,20s,f,91.1644022645695
CA,20s,f,74.2276354205041
US,20s,f,74.7141159538712
US,20s,f,83.0935920411277
CA,20s,f,65.4604194419725
US,20s,f,73.5147825663998
US,20s,f,83.9435374142513
AU,20s,f,82.4320574069307
CA,20s,f,93.0681420323838
CA,20s,f,78.2667381866347
US,20s,f,91.1725255527667
US,20s,f,72.5263284430617
US,20s,f,86.6718742996454
US,20s,f,90.4053303490703
US,20s,f,86.9249940140262
US,20s,f,82.1762866584495
GB,20s,f,83.7491349893667
US,20s,f,80.7048349863007
US,20s,f,85.4956483557111
US,20s,f,77.2965706796164
US,20s,f,86.8865089502097
US,20s,f,72.5449264759109
US,20s,f,84.2844814416908
NZ,20s,f,79.4149266467208
US,20s,f,86.1691242305651
US,20s,f,86.9472275355032
GB,20s,f,81.102982909596
US,20s,f,75.0208023048583
US,20s,f,71.3827333280018
US,20s,f,85.2562201564156
GB,20s,f,87.9922955163888
US,20s,f,74.8638981509776
US,20s,f,70.6113753574235
US,20s,f,80.5179725212622
US,20s,f,77.6075274461792
US,20s,f,90.7749397735599
US,20s,f,81.4390466548502
US,20s,f,91.6661111593601
US,20s,f,78.6875657958999
US,20s,f,80.2790362033106
CA,20s,f,86.0561514051542
US,20s,f,84.4661445445603
US,20s,f,73.5807838184493
US,20s,f,79.8022640602929
CA,20s,f,90.448363710727
US,20s,f,78.9545558393002
US,20s,f,76.4558637780803
US,20s,f,95.2230884560517
US,20s,f,81.437503794829
US,20s,f,78.9606221995893
US,20s,f,81.7999093482892
CA,20s,f,86.0830661086809
US,20s,f,91.374685962884
US,20s,f,84.0902417720783
US,20s,f,85.2872394524249
US,20s,f,81.5559870785191
AU,20s,f,70.3841031662055
US,20s,f,71.6214050849279
US,20s,f,89.22164258658
US,20s,f,73.4054620776858
AU,20s,f,80.4231113975956
US,20s,f,86.1180429302511
AU,20s,f,74.2395547883851
US,20s,f,74.8355184992155
US,20s,f,79.9655361234077
US,20s,f,87.9309489968277
US,20s,f,80.5753855012535
US,20s,f,71.6319078845637
US,20s,f,81.1794757133438
US,20s,f,84.436380650316
US,20s,f,90.4914658671866
GB,20s,f,87.2612916598363
US,20s,f,80.567284380751
US,20s,f,80.0012239149683
US,20s,f,88.5770767261939
US,20s,f,91.1293569619634
US,20s,f,90.9234146543202
CA,20s,f,83.2361252002773
US,20s,f,72.9169426219804
US,20s,f,91.1526240779841
US,20s,f,81.0299591449577
US,20s,f,78.4111099583762
CA,20s,f,92.5970406936748
US,20s,f,79.0522270259403
US,20s,f,75.9098943677686
US,20s,f,76.7084103964624
AU,20s,f,91.8750425418174
CA,20s,f,86.7472156076041
US,20s,f,86.9244691694067
US,20s,f,88.1073962409227
US,20s,f,82.1275325048537
GB,20s,f,84.2570460978009
US,20s,f,88.5209133405061
US,20s,f,74.9826473139581
US,20s,f,86.5472338539327
US,20s,f,77.1010033076718
GB,20s,f,86.062367943426
US,20s,f,90.8307532468046
US,20s,f,84.1357393545054
US,20s,f,90.9100773794177
AU,20s,f,70.5036547921953
US,20s,f,78.367059890713
GB,20s,f,80.9434815354291
US,20s,f,95.5470724896129
US,20s,f,78.4752876542154
US,20s,f,87.5970926863374
US,20s,f,90.6290467340677
US,20s,f,85.4230707777398
US,20s,f,81.7400823125527
US,20s,f,84.0158222509282
US,20s,f,87.3836556759973
US,20s,f,88.0193429200777
US,20s,f,85.3174749806169
US,20s,f,75.315249817712
AU,20s,f,92.127438073623
US,20s,f,80.9634961720024
US,20s,f,91.9068702230496
US,20s,f,86.7011151198919
US,20s,f,83.9457797640491
US,20s,f,79.6158341424806
US,20s,f,85.5610343871549
US,20s,f,79.3484747409821
US,20s,f,83.121065884119
US,20s,f,80.0862077180119
US,20s,f,85.740990027607893
US,20s,f,78.9984259931814
US,20s,f,82.4452668073632
US,20s,f,85.4411710718913
GB,20s,f,79.1157875254396
US,20s,f,71.7743062902065
US,20s,f,78.5008283110247
US,20s,f,87.5544986820647
US,20s,f,77.8593172629674
US,20s,f,86.7608559855615
US,20s,f,84.7484082604448
US,20s,f,84.8607513698794
US,20s,f,84.9765351929125
US,20s,f,68.424013008674
US,20s,f,78.6394227828298
US,20s,f,94.1254499567939
US,20s,f,80.0291885222707
GB,20s,f,90.8416657337165
US,20s,f,86.3606669208301
US,20s,f,73.8270898660024
GB,20s,f,64.8003133989516
US,20s,f,75.5049342910449
GB,20s,f,80.6912176133621
US,20s,f,83.0434064425173
GB,20s,f,79.0743921484266
GB,20s,f,84.7575991813626
GB,20s,f,88.2111259248285
US,20s,f,90.6724681074376
US,20s,f,69.0256781521298
US,20s,f,79.0951235663323
GB,20s,f,83.8943166081749
US,20s,f,73.2186396561918
US,20s,f,86.7305464599104
US,20s,f,84.2218189322877
US,20s,f,84.9417803853396
GB,20s,f,64.9236791900226
US,20s,f,86.7755369815443
US,20s,f,74.8887329938866
US,20s,f,85.7269980279463
US,20s,f,73.685751731197
NZ,20s,f,78.8529504267942
US,20s,f,78.9861363314447
US,20s,f,80.2242710920317
GB,20s,f,83.5108395931976
US,20s,f,78.5511861244837
US,20s,f,79.7525414221343
US,20s,f,88.2522669931253
US,20s,f,87.7427017138827
US,20s,f,76.7230955972558
GB,20s,f,78.3039974314826
US,20s,f,86.4544744958125
US,20s,f,93.397755716883
US,20s,f,81.3659216853834
US,20s,f,77.8852644066016
US,20s,f,83.6117526738062
US,20s,f,82.4020477455287
US,20s,f,62.2625287799608
US,20s,f,80.6099983996579
GB,20s,f,89.7537902441053
US,20s,f,93.5958603319401
AU,20s,f,93.2153520218673
US,20s,f,90.1393846253909
US,20s,f,78.1471136780012
GB,20s,f,77.7699096571831
CA,20s,f,84.3349583180887
US,20s,f,80.0595678034283
GB,20s,f,91.3002636106241
US,20s,f,71.2574268380801
US,20s,f,77.2592788650876
GB,20s,f,84.7559918228182
US,20s,f,80.9382130524942
US,20s,f,85.9681533649564
US,20s,f,77.1833250919978
US,20s,f,83.6233339081879
US,20s,f,81.1438319761129
CA,20s,f,89.7036494598502
US,20s,f,69.898527434894
CA,20s,f,80.902739454593
CA,20s,f,87.5468402169645
US,20s,f,77.9426199694475
US,20s,f,79.8843777960255
CA,20s,f,85.6395795586563
US,20s,f,87.1608520813641
US,20s,f,93.0581595144412
US,20s,f,80.4926911157357
US,20s,f,92.3055422048838
CA,20s,f,92.8728349434788
US,20s,f,88.5052772327548
US,20s,f,89.5826425758146
US,20s,f,80.2660046943596
CA,20s,f,88.0446684269589
AU,20s,f,78.9760625610749
US,20s,f,71.6281871000926
GB,20s,f,72.421051136085
US,20s,f,95.1852405732054
US,20s,f,70.2765598183586
US,20s,f,89.0544986478441
US,20s,f,80.5184344805422
NZ,20s,f,85.727939338124
US,20s,f,84.44453121296
US,20s,f,76.5431509841056
US,20s,f,87.3224026340592
US,20s,f,89.9181313902816
US,20s,f,86.1395020924863
US,20s,f,80.6514754714001
US,20s,f,89.4633690344303
GB,20s,f,88.7602679431438
US,20s,f,72.7955341693901
GB,20s,f,77.2639469731422
US,20s,f,78.0885084044366
US,20s,f,65.484111259381
CA,20s,f,78.0753996045816
GB,20s,f,71.2142107032594
CA,20s,f,82.1365942690699
US,20s,f,83.6162910841051
CA,20s,f,82.02079522113
US,20s,f,93.5121069484878
CA,20s,f,84.8213945071967
GB,20s,f,89.6291879670961
US,20s,f,83.8158911337987
US,20s,f,81.8416331850347
US,20s,f,82.9755171956051
US,20s,f,82.5216004891055
GB,20s,f,85.54381195101
US,20s,f,80.1033333919588
US,20s,f,83.1337318445245
US,20s,f,82.2935108184105
GB,20s,f,68.9794177100772
US,20s,f,72.9335820302367
AU,20s,f,88.4334655611643
US,20s,f,85.5974824833018
US,20s,f,82.2228627722888
CA,20s,f,85.2989271637939
US,20s,f,77.9186009118954
US,20s,f,74.723436594719
US,20s,f,80.9878964154493
US,20s,f,72.1506669407799
US,20s,f,90.9821578523233
CA,20s,f,84.5719678593533
US,20s,f,72.2985413812456
US,20s,f,89.1566631206799
NZ,20s,f,89.8571014901834
US,20s,f,90.2784148253323
US,20s,f,86.2349719873497
AU,20s,f,81.7488948326735
US,20s,f,84.6451508502165
US,20s,f,82.9221355684456
US,20s,f,78.7304102132718
US,20s,f,81.8103375534216
US,20s,f,86.8694936002915
CA,20s,f,83.5198010805817
US,20s,f,91.155957180031
US,20s,f,89.9400835213739
US,20s,f,80.8822355454876
CA,20s,f,74.2121208991323
US,20s,f,87.9256363647679
US,20s,f,83.8869057543066
US,20s,f,80.9557661059357
US,20s,f,88.9592855632405
US,20s,f,81.5424604784875
US,20s,f,81.8849135012854
US,20s,f,83.3872681300688
CA,20s,f,82.0174947913204
US,20s,f,76.9947826862335
US,20s,f,82.56813643855
US,20s,f,85.9146986156702
US,20s,f,84.2125843589505
US,20s,f,87.2061353176832
US,20s,f,86.0303877631114
US,20s,f,91.7668992210002
US,20s,f,79.7751356093656
US,20s,f,73.6965742139589
US,20s,f,87.6504256262533
US,20s,f,93.3125164670249
US,20s,f,85.9444542965364
US,20s,f,70.7594699093274
GB,20s,f,89.8317702979382
US,20s,f,76.8964635119552
GB,20s,f,87.7828964608766
US,20s,f,88.6460887501016
US,20s,f,92.9442434793427
CA,20s,f,76.6234623179549
GB,20s,f,83.135842106172
US,20s,f,70.1061189174652
US,20s,f,77.0242700264567
CA,20s,f,73.2569788893064
US,20s,f,76.6470110398673
GB,20s,f,89.349185524597
US,20s,f,79.240866573084
US,20s,f,72.858269796485
GB,20s,f,84.8348555421191
US,20s,f,87.4091199732253
US,20s,f,85.650800345909
GB,20s,f,80.8603535494989
US,20s,f,88.9359171280549
US,20s,f,74.8507396805854
US,20s,f,72.2307738803682
CA,20s,f,75.8333806303285
US,20s,f,92.0327361273978
US,20s,f,89.5075467415154
GB,20s,f,77.1367342699142
GB,20s,f,80.6288666136208
US,20s,f,88.003038286808
US,20s,f,84.2038954297701
US,20s,f,76.3324364842403
GB,20s,f,79.1589347024759
US,20s,f,74.1692043752188
US,20s,f,80.4320643700305
GB,20s,f,84.7129708022944
US,20s,f,77.9167610087565
US,20s,f,74.8109309437929
CA,20s,f,78.5086652263999
US,20s,f,76.2396024451369
CA,20s,f,92.5384152902379
US,20s,f,86.2464115888413
US,20s,f,85.7735828186075
US,20s,f,82.9472139832519
CA,20s,f,89.2881262737016
US,20s,f,89.762506247609
US,20s,f,75.7154690722624
US,20s,f,74.4294834855412
US,20s,f,80.0250956578003
US,20s,f,89.2488591040352
US,20s,f,93.6967582114795
US,20s,f,96.332935820378
US,20s,f,80.9355170066868
CA,20s,f,86.7772218283443
US,20s,f,82.7254267365095
US,20s,f,86.4530251671871
US,20s,f,82.5836790725589
CA,20s,f,77.7418345179675
US,20s,f,88.0606954074686
US,20s,f,79.805136906604
US,20s,f,68.2966613343784
US,20s,f,71.9887862070685
US,20s,f,81.0307719168209
CA,20s,f,77.5740374766645
US,20s,f,90.4907058613996
US,20s,f,92.7199728870099
US,20s,f,79.5728043520025
GB,20s,f,70.7647060354551
US,20s,f,67.8991710146268
US,20s,f,79.6304620802402
GB,20s,f,85.4112365859605
US,20s,f,83.3657950162888
AU,20s,f,91.166211518326
CA,20s,f,88.0212512510341
US,20s,f,85.5928303651689
CA,20s,f,85.6950908012333
US,20s,f,74.8600608181386
AU,20s,f,84.062696957872
GB,20s,f,77.2147510112042
US,20s,f,81.9585218848217
US,20s,f,84.3580891688665
US,20s,f,86.3421117044276
CA,20s,f,87.4693582632712
GB,20s,f,74.5682210084938
CA,20s,f,77.8235351400716
AU,20s,f,71.8045756575607
US,20s,f,76.7717247917539
US,20s,f,73.2968975390707
US,20s,f,85.0810880817118
AU,20s,f,91.7324329859444
US,20s,f,73.3416077281748
CA,20s,f,79.2024991342
AU,20s,f,71.5670624659175
US,20s,f,76.6468301415443
US,20s,f,70.9892055818013
CA,20s,f,83.6011346917422
CA,20s,f,73.4482391249566
US,20s,f,79.19251501915
US,20s,f,91.684474210654
US,20s,f,86.4356164731795
US,20s,f,83.0665944498919
US,20s,f,74.519811889955
US,20s,f,73.5075308098679
US,20s,f,80.0046232484636
US,20s,f,65.4633718941893
US,20s,f,78.5883983331067
US,20s,f,93.8109989921075
GB,20s,f,80.936755630232
US,20s,f,85.140362335369
US,20s,f,82.9975999270876
US,20s,f,74.430579940478
US,20s,f,75.9875204946314
AU,20s,f,87.6592646352947
US,20s,f,73.0697725855169
US,20s,f,82.2271580142634
US,20s,f,73.2630084800933
US,20s,f,73.47482946657
US,20s,f,82.6597754222651
AU,20s,f,78.5576520221574
US,20s,f,82.1439818966956
US,20s,f,88.7745527949716
US,20s,f,75.7526299605767
CA,20s,f,87.0712958808456
CA,20s,f,91.5608444583735
US,20s,f,78.041944475401
US,20s,f,84.6540096304601
US,20s,f,83.7299688408772
US,20s,f,79.7087212403615
US,20s,f,92.0827392266975
CA,20s,f,83.1693592703059
US,20s,f,80.2098537130015
US,20s,f,91.1189496495007
US,20s,f,75.1646571925708
US,20s,f,68.9538434147835
US,20s,f,74.785225661028
US,20s,f,88.9661954893243
US,20s,f,70.637678816205
US,20s,f,85.2763116359711
GB,20s,f,74.0649494386855
AU,20s,f,84.816836122246
US,20s,f,91.2742080255633
CA,20s,f,80.2067930366667
CA,20s,f,79.3870938320955
US,20s,f,85.4288893263964
US,20s,f,89.7046659917881
US,20s,f,84.8688514858839
US,20s,f,71.2645370335806
AU,20s,f,70.4732638029825
CA,20s,f,90.8322018659895
US,20s,f,77.3734452114219
CA,20s,f,82.5688443545784
AU,20s,f,87.3507123218761
US,20s,f,93.8826524186879
US,20s,f,90.7612227590843
US,20s,f,84.1101498514902
US,20s,f,66.1213238324438
CA,20s,f,87.8777776747787
US,20s,f,93.4340422263458
US,20s,f,85.2020003877225
US,20s,f,87.1733264033017
US,20s,f,80.552665179684
US,20s,f,82.2961469801764
US,20s,f,73.4912068361328
CA,20s,f,82.2373667820578
US,20s,f,87.6633088503565
US,20s,f,79.1835290690263
US,20s,f,78.9615250680418
US,20s,f,85.5443875726667
US,20s,f,81.8670319836764
US,20s,f,88.7919410131872
US,20s,f,60.8625323999496
US,20s,f,79.4607875247796
US,20s,f,82.5201417056156
US,20s,f,68.3260916244416
GB,20s,f,84.3479955746304
US,20s,f,75.3522352093742
GB,20s,f,82.5711368095307
US,20s,f,90.6515567225315
US,20s,f,78.8689778857155
US,20s,f,91.2130958711108
GB,20s,f,72.9519453786668
US,20s,f,78.4867095894047
US,20s,f,74.6071913412639
GB,20s,f,80.4784231597469
US,20s,f,71.3864699006081
US,20s,f,84.853084318872
US,20s,f,86.7542124175954
AU,20s,f,89.5446658311855
US,20s,f,88.2583488754573
CA,20s,f,80.258640052662
GB,20s,f,90.3499613693428
US,20s,f,83.9104908718062
US,20s,f,79.4622836279727
US,20s,f,89.4318363851025
US,20s,f,84.1589651225756
US,20s,f,82.5094036602726
US,20s,f,70.7351286851224
US,20s,f,78.963700948017
US,20s,f,84.1052811060633
US,20s,f,91.8170140169206
US,20s,f,75.1943044719242
US,20s,f,88.9744185842574
US,20s,f,80.4605410212562
US,20s,f,77.7385205385231
GB,20s,f,80.5516827097606
US,20s,f,86.1361653566183
AU,20s,f,77.3562410519281
US,20s,f,87.9917439250719
US,20s,f,89.7251312110928
CA,20s,f,91.5286466634522
US,20s,f,79.0692097335566
GB,20s,f,83.8385117994178
US,20s,f,78.2081900607972
US,20s,f,78.003386904796
US,20s,f,76.3053684007554
US,20s,f,87.674227144037
US,20s,f,84.6813732314677
US,20s,f,77.6155151958976
CA,20s,f,68.6006587885675
US,20s,f,87.3040602941598
CA,20s,f,89.0136872617794
US,20s,f,76.9479380831832
US,20s,f,77.4302672772181
US,20s,f,86.4162973610551
GB,20s,f,86.6300432721064
US,20s,f,83.38270151012
GB,20s,f,87.2603808529675
GB,20s,f,73.4774821925731
AU,20s,f,87.6616300948496
US,20s,f,92.359988267223
US,20s,f,90.7280080419566
US,20s,f,76.542115850108
US,20s,f,80.0488792359829
CA,20s,f,87.5178530989658
US,20s,f,85.3482135793283
GB,20s,f,80.5943345828425
US,20s,f,74.4052002827326
US,20s,f,86.5364921889046
US,20s,f,75.5416021460579
GB,20s,f,81.8986977583596
US,20s,f,89.1168113420939
US,20s,f,83.2928859939178
US,20s,f,72.1822859630698
US,20s,f,77.3615874527466
GB,20s,f,86.8068465297776
AU,20s,f,80.345972977756
US,20s,f,83.4566115479296
US,20s,f,86.5405406647672
US,20s,f,94.4889307448951
US,20s,f,89.9691032777939
US,20s,f,78.0638973627772
GB,20s,f,89.8936152192099
US,20s,f,82.1074729164442
US,20s,f,87.1475548236742
US,20s,f,73.809541087775
AU,20s,f,68.5667594983464
GB,20s,f,80.5897032753343
NZ,20s,f,87.1821789730651
US,20s,f,81.845513536107
GB,20s,f,84.9349155667282
US,20s,f,75.9159597612563
CA,20s,f,86.0136890163024
US,20s,f,84.4328191840932
US,20s,f,85.5438816804616
GB,20s,f,91.7694242072425
US,20s,f,81.938361376524
NZ,20s,f,88.2891185537335
US,20s,f,73.2362756416911
US,20s,f,81.1186402326538
US,20s,f,68.1268352483
US,20s,f,69.0154538268135
GB,20s,f,81.4542222945463
US,20s,f,80.5581778820072
CA,20s,f,86.2499168563989
US,20s,f,89.072246100044
GB,20s,f,79.6783987787508
US,20s,f,75.1381804545721
CA,20s,f,72.247937250705
US,20s,f,77.6379675737449
US,20s,f,83.7088704197889
US,20s,f,85.3094762191176
US,20s,f,76.1234143660182
US,20s,f,94.7645323556138
US,20s,f,79.358020318406
US,20s,f,87.6678776616851
US,20s,f,79.7211688366674
US,20s,f,87.2582152485847
GB,20s,f,82.3513401583547
US,20s,f,87.7186812637817
US,20s,f,81.6262145482358
US,20s,f,86.4814688673332
US,20s,f,78.9824331445353
US,20s,f,92.973419314339
US,20s,f,84.5399601761961
GB,20s,f,88.8801760084572
AU,20s,f,74.109629931904
US,20s,f,77.0638378957907
US,20s,f,88.2612049468749
US,20s,f,79.1375054395758
US,20s,f,88.9497503383263
CA,20s,f,79.9585580116227
US,20s,f,84.1173119310822
US,20s,f,82.8269021142097
US,20s,f,82.0675157010555
US,20s,f,82.9077895819431
CA,20s,f,84.8752835898527
US,20s,f,81.7476546835332
US,20s,f,80.226363631941
US,20s,f,68.3758970527422
US,20s,f,84.0439640517746
GB,20s,f,69.3438437013399
US,20s,f,77.0082162515748
US,20s,f,74.8357620267641
NZ,20s,f,84.7281250038317
US,20s,f,94.9969656898507
GB,20s,f,82.1169037637966
CA,20s,f,85.6259530144078
US,20s,f,75.0948929715724
AU,20s,f,78.1052837414401
US,20s,f,77.9143299730051
US,20s,f,73.7145975232124
AU,20s,f,86.8586460128427
US,20s,f,74.7433798298949
US,20s,f,85.5959104839712
CA,20s,f,69.6693013821329
GB,20s,f,75.619921416399
US,20s,f,73.6800075198213
US,20s,f,86.5636164566413
US,20s,f,89.44663529373
CA,20s,f,81.6308580605047
US,20s,f,86.4473340234586
US,20s,f,90.6522340008191
US,20s,f,90.1453221344127
US,20s,f,70.9946064012391
US,20s,f,77.4072094997835
US,20s,f,79.5328501789343
US,20s,f,82.2294091362329
US,20s,f,75.2867340331986
US,20s,f,91.893672489927
US,20s,f,78.1601827769052
GB,20s,f,85.0987970174867
US,20s,f,89.3750167806588
US,20s,f,90.4648721938775
US,20s,f,88.3470941334963
US,20s,f,94.9135886061759
US,20s,f,91.5294688727174
US,20s,f,83.3855278390859
US,20s,f,83.8383412609498
US,20s,f,71.9010029875097
US,20s,f,82.6942916161248
US,20s,f,76.9115767308644
US,20s,f,82.1888096275784
US,20s,f,73.3046798478989
GB,20s,f,72.8141104536397
US,20s,f,79.3557177519514
US,20s,f,73.7987554499081
CA,20s,f,79.7660266359647
US,20s,f,78.8109109160446
US,20s,f,84.3751264469964
US,20s,f,88.9600881818859
US,20s,f,78.6292118330797
US,20s,f,79.5841205155566
US,20s,f,90.6737450022428
US,20s,f,72.8323919077714
AU,20s,f,78.8545298434439
US,20s,f,88.6422982084609
US,20s,f,74.991125613451
US,20s,f,90.7665535497169
US,20s,f,71.387468349366
GB,20s,f,82.7734242326447
GB,20s,f,87.4480933926645
US,20s,f,80.8796322416692
US,20s,f,90.7540369690174
US,20s,f,66.9485620799519
US,20s,f,90.7113746739924
US,20s,f,90.4745276418648
US,20s,f,86.3160122008551
US,20s,f,80.8150861057497
US,20s,f,82.8444493180584
US,20s,f,91.1829221525252
CA,20s,f,80.6048709411351
US,20s,f,80.2216420271656
US,20s,f,77.4229791192781
CA,20s,f,92.1260180938545
US,20s,f,85.3576136708614
US,20s,f,84.8451912403107
CA,20s,f,88.2330490043387
US,20s,f,91.9149531738921
GB,20s,f,74.1164177123989
US,20s,f,84.688509344345
US,20s,f,89.6106661286294
GB,20s,f,79.7822228233729
AU,20s,f,84.2708862342295
US,20s,f,79.3199529960042
CA,20s,f,89.4125437807469
CA,20s,f,73.2261975606283
US,20s,f,84.7339841581526
US,20s,f,86.7689037533204
CA,20s,f,74.5877321277346
US,20s,f,78.5295426845551
US,20s,f,78.4229033937057
NZ,20s,f,81.4152110313963
US,20s,f,79.0960704996472
US,20s,f,82.2222801191466
US,20s,f,80.4353874221089
US,20s,f,84.4636162432531
CA,20s,f,81.4316194548848
US,20s,f,73.8252211184729
US,20s,f,89.894188889524
US,20s,f,82.6076973096601
US,20s,f,78.3086247387387
GB,20s,f,82.9204105550335
US,20s,f,93.032029027208
US,20s,f,82.8635690390088
US,20s,f,67.7107896833193
US,20s,f,86.9074262140895
US,20s,f,80.1100156846501
NZ,20s,f,85.7356773201554
US,20s,f,88.4829274156973
CA,20s,f,83.0925787932106
US,20s,f,85.5465703776905
US,20s,f,76.2505623733714
US,20s,f,76.512717065357
US,20s,f,77.0994254166172
US,20s,f,90.1648427675744
GB,20s,f,92.5295383281385
US,20s,f,78.6656667434034
US,20s,f,78.6783920157523
US,20s,f,78.1144008395218
US,20s,f,90.2189690896887
US,20s,f,76.4818203058981
US,20s,f,78.7823705446152
US,20s,f,74.3189533551534
US,20s,f,90.7008827453302
US,20s,f,82.6650581987841
US,20s,f,81.8369308663976
US,20s,f,81.4183631823176
AU,20s,f,79.5352672004984
US,20s,f,88.7028908090932
US,20s,f,78.0907045517649
CA,20s,f,89.2754211223551
CA,20s,f,91.9006956330988
AU,20s,f,79.9683058013519
US,20s,f,89.0277940469483
US,20s,f,78.4271182048888
US,20s,f,77.2122775514921
US,20s,f,89.5944772432337
CA,20s,f,90.6033963807637
NZ,20s,f,82.8738046056103
GB,20s,f,90.6721913255751
US,20s,f,87.2905878616231
US,20s,f,82.1512019882599
US,20s,f,87.1065396571621
US,20s,f,68.3085370276656
GB,20s,f,84.897410912284
US,20s,f,73.2080175763085
CA,20s,f,77.9980722992193
CA,20s,f,89.3923787843613
US,20s,f,88.8092747312926
US,20s,f,77.7016399938259
US,20s,f,75.6520892182986
AU,20s,f,89.5988368961428
US,20s,f,94.3670219872036
US,20s,f,76.8686506985908
US,20s,f,69.71117967651
US,20s,f,79.9935622406857
US,20s,f,84.1149564655054
US,20s,f,88.269879908434
US,20s,f,77.9560245218731
US,20s,f,90.7427259388247
US,20s,f,75.7508595784505
US,20s,f,76.4183606065455
GB,20s,f,91.6946980237429
GB,20s,f,87.366994975933
US,20s,f,88.7654903743948
US,20s,f,61.3595310421217
GB,20s,f,89.9596223385916
US,20s,f,81.9186336671313
US,20s,f,78.5330843712602
US,20s,f,82.9543699111257
AU,20s,f,85.5753147087637
US,20s,f,77.0762940247854
US,20s,f,77.865694463253
US,20s,f,84.0883442156372
US,20s,f,68.1699122878767
US,20s,f,71.0880477513586
US,20s,f,81.0156248509884
US,20s,f,81.1142827428523
US,20s,f,81.9802055434723
US,20s,f,91.6593249665485
US,20s,f,65.3909523217451
US,20s,f,90.3098328532429
US,20s,f,92.4293609313844
US,20s,f,79.5471367914052
US,20s,f,78.9630459000667
CA,20s,f,89.4292261229739
US,20s,f,74.1251817771367
US,20s,f,78.8531675225212
US,20s,f,79.4426779129675
CA,20s,f,83.3028064242431
US,20s,f,76.8343568202995
US,20s,f,84.1763079343807
US,20s,f,89.8158792073705
NZ,20s,f,76.6550798501287
US,20s,f,90.5174709091495
US,20s,f,86.5252721167746
US,20s,f,79.0532871371224
AU,20s,f,89.3620259128511
US,20s,f,78.602349900064
AU,20s,f,83.0287763582809
US,20s,f,85.7552812950287
AU,20s,f,90.8201830156724
US,20s,f,92.0305001006151
US,20s,f,94.3263349744181
US,20s,f,85.6403044380602
US,20s,f,85.1221839143407
US,20s,f,86.1732190563565
US,20s,f,74.4958669656799
US,20s,f,90.1610051165335
US,20s,f,89.6447905782788
US,20s,f,91.2721968255937
AU,20s,f,84.6818222398204
US,20s,f,93.0414425685913
US,20s,f,76.6644660560858
AU,20s,f,82.44652112702
US,20s,f,89.4207886531062
US,20s,f,79.8028553170817
US,20s,f,78.6508887651421
US,20s,f,88.1312862304705
US,20s,f,86.2282909940751
US,20s,f,75.4941026547125
US,20s,f,81.0389706066677
US,20s,f,83.9739103225015
US,20s,f,77.3165121319748
US,20s,f,88.336427194909
US,20s,f,88.150056283034
GB,20s,f,88.1451650566998
US,20s,f,82.19364762661
US,20s,f,91.0406210238025
US,20s,f,90.8729514484072
US,20s,f,84.3177038433385
US,20s,f,72.8461108392193
CA,20s,f,82.9418455117515
US,20s,f,85.164382938473
US,20s,f,81.2541174037116
